5011.0,100252.07
5161.0,100132.67
5316.0,99728.82
5475.0,99407.83
5638.0,99358.32
5807.0,99608.38
5981.0,99905.53
6160.0,99915.46
6344.0,99746.35
6534.0,99393.01
6729.0,99391.88
6931.0,99533.06
7138.0,99762.68
7351.0,99616.39
7571.0,99492.43
7798.0,99454.78
8031.0,99469.16
8271.0,99501.05
8519.0,99231.51
8774.0,99164.53
9036.0,99283.87
9306.0,99136.75
9585.0,98945.6
9871.0,98887.51
10167.0,98943.03
10471.0,98732.34
10784.0,98544.32
11107.0,98641.96
11439.0,98552.62
11781.0,98411.79
12133.0,98320.13
12496.0,98208.1
12870.0,98140.63
13255.0,98013.49
13652.0,97751.14
14060.0,97611.58
14481.0,97481.89
14914.0,97298.47
15360.0,97166.44
15819.0,96967.14
16293.0,96980.66
16780.0,96571.62
17282.0,96544.21
17799.0,96189.32
18331.0,95979.46
18880.0,95739.17
19444.0,95559.71
20026.0,95355.26
20625.0,95062.33
21242.0,94744.14
21877.0,94465.38
22532.0,94059.53
23206.0,94040.03
23900.0,93720.1
24615.0,93292.3
25351.0,92825.71
26109.0,92461.83
26890.0,91995.21
27695.0,91622.02
28523.0,91196.29
29377.0,90714.53
30255.0,90302.49
31160.0,89783.18
32092.0,89288.14
33052.0,88754.84
34041.0,88076.92
35059.0,87591.72
36108.0,87000.45
37188.0,86364.17
38300.0,85661.71
39446.0,85017.3
40626.0,84190.0
41841.0,83559.53
43093.0,82731.22
44382.0,81957.85
45709.0,81068.54
47077.0,80221.35
48485.0,79289.07
49935.0,78335.09
51429.0,77319.85
52967.0,76277.25
54552.0,75543.53
56183.0,74212.1
57864.0,73087.25
59595.0,71905.34
61378.0,70707.96
63213.0,69420.1
65104.0,68261.67
67052.0,66918.43
69057.0,65626.38
71123.0,64273.45
73251.0,62844.64
75442.0,61389.65
77698.0,59917.44
80022.0,58342.4
82416.0,56868.54
84881.0,55297.89
87420.0,53652.25
90035.0,52338.14
92729.0,50973.21
