3.452903200000000000e+07,3.452903200000000000e+07,3.486030800000000000e+07,3.515525600000000000e+07,3.339051200000000000e+07,3.486030800000000000e+07,3.486030800000000000e+07,3.486030800000000000e+07
3.486030800000000000e+07,3.452903200000000000e+07,3.416476800000000000e+07,3.306076800000000000e+07,3.416476800000000000e+07,3.486030800000000000e+07,3.306076800000000000e+07,3.452903200000000000e+07
3.452903200000000000e+07,3.574416000000000000e+07,3.306076800000000000e+07,3.452903200000000000e+07,3.306076800000000000e+07,3.452903200000000000e+07,3.306076800000000000e+07,3.452903200000000000e+07
3.452903200000000000e+07,3.452903200000000000e+07,3.377098400000000000e+07,3.452903200000000000e+07,3.452903200000000000e+07,3.574416000000000000e+07,3.452903200000000000e+07,3.452903200000000000e+07
3.306076800000000000e+07,3.416476800000000000e+07,3.574416000000000000e+07,3.416476800000000000e+07,3.416476800000000000e+07,3.452903200000000000e+07,3.452903200000000000e+07,3.306076800000000000e+07
3.416476800000000000e+07,3.486030800000000000e+07,3.416476800000000000e+07,3.574416000000000000e+07,3.416476800000000000e+07,3.452903200000000000e+07,3.339051200000000000e+07,3.306076800000000000e+07
3.611204000000000000e+07,3.452903200000000000e+07,3.306076800000000000e+07,3.452903200000000000e+07,3.416476800000000000e+07,3.452903200000000000e+07,3.574416000000000000e+07,3.416476800000000000e+07
3.486030800000000000e+07,3.416476800000000000e+07,3.486030800000000000e+07,3.306076800000000000e+07,3.452903200000000000e+07,3.339051200000000000e+07,3.452903200000000000e+07,3.306076800000000000e+07
3.416476800000000000e+07,3.416476800000000000e+07,3.452903200000000000e+07,3.416476800000000000e+07,3.452903200000000000e+07,3.416476800000000000e+07,3.574416000000000000e+07,3.416476800000000000e+07
3.306076800000000000e+07,3.452903200000000000e+07,3.452903200000000000e+07,3.416476800000000000e+07,3.416476800000000000e+07,3.452903200000000000e+07,3.452903200000000000e+07,3.574416000000000000e+07
3.452903200000000000e+07,3.306076800000000000e+07,3.452903200000000000e+07,3.306076800000000000e+07,3.416476800000000000e+07,3.452903200000000000e+07,3.452903200000000000e+07,3.416476800000000000e+07
3.452903200000000000e+07,3.416476800000000000e+07,3.486030800000000000e+07,3.306076800000000000e+07,3.452903200000000000e+07,3.339051200000000000e+07,3.452903200000000000e+07,3.452903200000000000e+07
